match_id,event_id,minute,second,team,team_id,player,player_id,recipient,recipient_id,start_x,start_y,end_x,end_y,outcome,length,angle,height,body_part,pass_type
15946,1f8cb6ac-3a91-43ea-a5c9-b857c1ca4a23,4,31,Barcelona,217,Ousmane Dembélé,5477,Luis Alberto Suárez Díaz,5246.0,97.4,13.6,92.9,26.0,,13.191285,1.9189197,Ground Pass,Right Foot,
15946,2ae164f8-c291-498e-975c-3ce66ccd8d63,4,32,Barcelona,217,Luis Alberto Suárez Díaz,5246,Ivan Rakitić,5470.0,92.9,26.0,84.8,26.2,,8.1024685,3.1169064,Ground Pass,Right Foot,
15946,f78923de-dcd2-4bd3-aa28-094352b9f584,4,33,Barcelona,217,Ivan Rakitić,5470,Sergi Roberto Carnicer,6379.0,85.2,26.2,91.8,46.6,,21.441082,1.2578951,Ground Pass,Right Foot,
15946,60a31277-6f3a-4b61-8170-9de3ddbc7a38,4,35,Barcelona,217,Sergi Roberto Carnicer,6379,Luis Alberto Suárez Díaz,5246.0,92.7,44.9,120.0,22.6,Out,35.250248,-0.6849311,High Pass,Right Foot,
15946,0d5cbaa7-3cd7-4d69-83a4-391ce8ad2929,5,0,Deportivo Alavés,206,Fernando Pacheco Flores,6629,Rubén Sobrino Pozuelo,6613.0,7.0,44.1,84.5,25.4,Incomplete,79.72415,-0.23676467,High Pass,Right Foot,Goal Kick
15946,8f4c39e2-bdac-4f44-ac16-b0e49820de72,5,6,Barcelona,217,Gerard Piqué Bernabéu,5213,Marc-André ter Stegen,20055.0,35.6,54.7,11.4,43.6,,26.624237,-2.711546,Ground Pass,Right Foot,Interception
15946,e26b1ff3-e8c9-4c47-ab1a-d12aee5d10e8,5,10,Barcelona,217,Marc-André ter Stegen,20055,Gerard Piqué Bernabéu,5213.0,12.5,43.6,27.7,51.5,,17.130383,0.47931212,Ground Pass,Left Foot,
15946,b5711580-4982-4b07-800f-cc8105ea2fe4,5,13,Barcelona,217,Gerard Piqué Bernabéu,5213,Sergio Busquets i Burgos,5203.0,30.0,52.3,48.8,49.3,,19.037857,-0.15824032,Ground Pass,Right Foot,
15946,ceb17751-c186-4fc8-90ac-3d935823d81f,5,15,Barcelona,217,Sergio Busquets i Burgos,5203,Nélson Cabral Semedo,6374.0,49.5,52.8,47.1,67.1,,14.5,1.7370788,Ground Pass,Right Foot,
15946,662714f7-697b-402d-862b-a36130cc1109,5,17,Barcelona,217,Nélson Cabral Semedo,6374,Sergio Busquets i Burgos,5203.0,50.1,65.6,50.1,56.6,,9.0,-1.5707964,Ground Pass,Right Foot,
15946,281833b4-6b74-4d14-a9a1-962c083f8e49,5,21,Barcelona,217,Sergio Busquets i Burgos,5203,Ousmane Dembélé,5477.0,56.7,55.3,86.9,7.0,,56.964287,-1.0120109,High Pass,Right Foot,
15946,fb895277-bbef-4892-9847-95c1dff8c801,5,27,Barcelona,217,Ousmane Dembélé,5477,Ivan Rakitić,5470.0,94.6,19.8,86.5,23.0,,8.70919,2.7653506,Ground Pass,Right Foot,
15946,489f832b-e021-4e30-bbee-5a36e0281906,5,29,Barcelona,217,Ivan Rakitić,5470,Lionel Andrés Messi Cuccittini,5503.0,85.2,27.7,108.5,52.1,Incomplete,33.73796,0.8084549,High Pass,Right Foot,
15946,65812ad9-908d-4b46-9a40-418024d09aca,5,33,Deportivo Alavés,206,Jonathan Rodríguez Menéndez,6581,,,25.1,18.6,16.9,17.3,Incomplete,8.302409,-2.9843645,Ground Pass,Left Foot,
15946,c88615ba-1774-4f57-a408-77436c5227df,5,37,Barcelona,217,Lionel Andrés Messi Cuccittini,5503,Jordi Alba Ramos,5211.0,96.1,52.1,113.9,26.4,,31.262278,-0.9650494,High Pass,Left Foot,
15946,7b2ac3ef-fb43-47e9-9120-c36e39e10005,6,0,Deportivo Alavés,206,Fernando Pacheco Flores,6629,Guillermo Alfonso Maripán Loaysa,6855.0,7.0,44.1,14.2,22.2,,23.0532,-1.253161,Ground Pass,Right Foot,Goal Kick
15946,cc9caed0-ecb7-49da-b994-5908788d7081,6,4,Deportivo Alavés,206,Guillermo Alfonso Maripán Loaysa,6855,Rubén Sobrino Pozuelo,6613.0,15.4,22.0,69.8,38.0,Incomplete,56.704144,0.28605145,High Pass,Right Foot,
15946,c914a358-9ea4-4e13-8dcc-889d1dd4d71a,6,6,Barcelona,217,Gerard Piqué Bernabéu,5213,,,50.3,42.1,62.9,27.7,Incomplete,19.134262,-0.8519663,High Pass,Head,Recovery
15946,6c6da56b-3bc2-4019-bb9f-49c9618cc0ab,6,10,Deportivo Alavés,206,Ibai Gómez Pérez,6617,Mubarak Wakaso,6626.0,58.0,51.7,66.6,45.1,,10.840664,-0.65457076,Low Pass,Right Foot,
15946,1ccb2e28-e3b2-490d-b8f5-c19123a6ba9e,6,10,Deportivo Alavés,206,Mubarak Wakaso,6626,Martín Aguirregabiria Padilla,6618.0,65.3,46.4,58.4,74.6,,29.03188,1.8107625,Low Pass,Left Foot,
15946,b6885943-f6c0-4534-a099-022cf636c88a,6,14,Deportivo Alavés,206,Martín Aguirregabiria Padilla,6618,Ibai Gómez Pérez,6617.0,60.4,74.6,71.3,65.2,,14.393401,-0.7116406,Ground Pass,Right Foot,
15946,479fa631-59e9-4a2a-9c8b-619da5cfeb6c,6,19,Deportivo Alavés,206,Rubén Sobrino Pozuelo,6613,Mubarak Wakaso,6626.0,87.1,57.3,74.7,58.1,,12.425779,3.0771658,Ground Pass,Left Foot,Recovery
15946,45caf380-983a-4945-86f7-f3cfba07a205,6,22,Deportivo Alavés,206,Mubarak Wakaso,6626,Jonathan Rodríguez Menéndez,6581.0,74.7,54.3,95.9,6.4,,52.38177,-1.1541227,High Pass,Left Foot,
15946,4e360cd9-0e67-4727-b91f-5142edf0f476,6,28,Deportivo Alavés,206,Jonathan Rodríguez Menéndez,6581,,,93.1,8.9,113.8,80.0,Out,74.05201,1.2874883,High Pass,Left Foot,
15946,4d3ff300-aa47-4327-bb45-0234357e778a,6,51,Barcelona,217,Jordi Alba Ramos,5211,Ivan Rakitić,5470.0,7.5,0.1,10.8,5.9,,6.6730804,1.053509,Low Pass,,Throw-in
15946,c2ec0328-0ed8-43e6-8c38-9bcb3857bea9,6,51,Barcelona,217,Ivan Rakitić,5470,Jordi Alba Ramos,5211.0,10.8,5.9,5.0,1.9,,7.045566,-2.5378432,Ground Pass,Right Foot,
15946,f77a7884-931e-4ca0-8eed-0049894c47fe,6,53,Barcelona,217,Jordi Alba Ramos,5211,Samuel Yves Umtiti,5492.0,4.1,2.1,1.8,11.5,,9.677293,1.8107625,Ground Pass,Left Foot,
15946,e71be41e-7dbf-47c1-8107-3d4b086981d3,6,54,Barcelona,217,Samuel Yves Umtiti,5492,Ivan Rakitić,5470.0,1.8,11.5,11.4,8.3,,10.119288,-0.32175055,Ground Pass,Left Foot,
15946,6a105334-4429-42a3-96d1-59995a7b0c58,6,55,Barcelona,217,Ivan Rakitić,5470,Samuel Yves Umtiti,5492.0,10.8,7.2,3.1,11.9,,9.021087,2.5935688,Ground Pass,Right Foot,
15946,b74e3245-8eb2-4e88-b234-f5124601edf8,6,57,Barcelona,217,Samuel Yves Umtiti,5492,Jordi Alba Ramos,5211.0,3.5,11.5,3.5,2.7,,8.8,-1.5707964,Ground Pass,Right Foot,
15946,a3d955b2-b7f8-49c8-8d94-52d47c648962,6,59,Barcelona,217,Jordi Alba Ramos,5211,Samuel Yves Umtiti,5492.0,3.9,2.3,2.4,12.3,,10.111875,1.7196863,Ground Pass,Left Foot,
15946,642b03d0-ed83-47f8-b180-4cad9071204f,7,0,Barcelona,217,Samuel Yves Umtiti,5492,Marc-André ter Stegen,20055.0,3.1,12.8,2.2,33.9,,21.119186,1.6134245,Ground Pass,Left Foot,
15946,02923ad0-f226-4fcb-a683-53c5a488d997,7,3,Barcelona,217,Marc-André ter Stegen,20055,Sergi Roberto Carnicer,6379.0,2.6,42.5,27.7,50.4,Incomplete,26.313875,0.30492523,Ground Pass,Right Foot,
15946,0c22d2a3-2f87-4b3d-8756-15de93f4168c,7,10,Barcelona,217,Nélson Cabral Semedo,6374,Gerard Piqué Bernabéu,5213.0,12.3,58.5,9.5,52.8,,6.3505907,-2.0274017,Ground Pass,Right Foot,
15946,138cf085-c5f1-4a0d-a4d1-3f6fd69c9dd5,7,13,Barcelona,217,Gerard Piqué Bernabéu,5213,Samuel Yves Umtiti,5492.0,9.3,53.0,6.9,32.7,,20.44138,-1.6884767,Ground Pass,Right Foot,
15946,9712f1aa-09dc-40f9-ba97-ae946fd6e544,7,16,Barcelona,217,Samuel Yves Umtiti,5492,Jordi Alba Ramos,5211.0,8.4,30.9,18.0,13.2,,20.13579,-1.0738277,Ground Pass,Left Foot,
15946,66df8f5e-fc57-445d-90b0-00cf1593932a,7,18,Barcelona,217,Jordi Alba Ramos,5211,Ivan Rakitić,5470.0,21.5,15.3,26.6,20.3,,7.1421285,0.7754975,Ground Pass,Left Foot,
15946,64c69912-7f88-4ed3-8486-f24d901e53f4,7,21,Barcelona,217,Ivan Rakitić,5470,Sergio Busquets i Burgos,5203.0,29.6,22.4,37.1,36.9,,16.324827,1.0934509,Ground Pass,Right Foot,
15946,99bb7d79-c97d-4a2c-9b63-dc0b68e1af89,7,24,Barcelona,217,Sergio Busquets i Burgos,5203,Lionel Andrés Messi Cuccittini,5503.0,43.3,48.3,49.9,76.3,,28.767344,1.3393075,Ground Pass,Right Foot,
15946,ba30d325-9010-45ed-b175-c15c20e0ebe5,7,34,Barcelona,217,Lionel Andrés Messi Cuccittini,5503,Sergio Busquets i Burgos,5203.0,54.2,58.1,61.4,51.3,,9.903535,-0.7568345,Ground Pass,Left Foot,
15946,2ef123d0-515a-43bb-89ba-197a1291fae8,7,35,Barcelona,217,Sergio Busquets i Burgos,5203,Lionel Andrés Messi Cuccittini,5503.0,62.1,51.7,45.6,40.8,,19.775236,-2.5577977,Ground Pass,Left Foot,
15946,733df66d-9a53-4e23-a933-bc1c06dd8084,7,40,Barcelona,217,Lionel Andrés Messi Cuccittini,5503,Ivan Rakitić,5470.0,50.5,29.0,57.0,22.4,,9.263369,-0.7930316,Ground Pass,Left Foot,
